names,values
Beta,0.4002239947543247
RTeff,2.4986008163099878
LogK,7.2659744902620496
K,1430.7792290514465
spacing.stretched.c1,0.06396440214327698
spacing.stretched.c2,0.2743416541852389
spacing.compressed.c1,17.170926603469354
spacing.compressed.c2,3.4694120069280516
spacing.compressed.c3,1.792540165454484
spacing.compressed.c4,3
